id,cat3
TEST_03325,자전거하이킹
TEST_03326,전시관
TEST_03327,트래킹
TEST_03328,자연휴양림
TEST_03329,이색거리
TEST_03330,테마공원
TEST_03331,"야영장,오토캠핑장"
TEST_03332,미술관/화랑
TEST_03333,기념탑/기념비/전망대
TEST_03334,한식
TEST_03335,이색거리
TEST_03336,인라인(실내 인라인 포함)
TEST_03337,자연생태관광지
TEST_03338,유적지/사적지
TEST_03339,이색거리
TEST_03340,기념관
TEST_03341,썰매장
TEST_03342,유원지
TEST_03343,농.산.어촌 체험
TEST_03344,유원지
TEST_03345,바/까페
TEST_03346,한식
TEST_03347,공원
TEST_03348,한식
TEST_03349,섬
TEST_03350,한식
TEST_03351,일반축제
TEST_03352,골프
TEST_03353,유적지/사적지
TEST_03354,계곡
TEST_03355,박람회
TEST_03356,5일장
TEST_03357,사찰
TEST_03358,전문상가
TEST_03359,사찰
TEST_03360,유적지/사적지
TEST_03361,펜션
TEST_03362,사찰
TEST_03363,온천/욕장/스파
TEST_03364,폭포
TEST_03365,이색거리
TEST_03366,"야영장,오토캠핑장"
TEST_03367,기념관
TEST_03368,한식
TEST_03369,산
TEST_03370,이색거리
TEST_03371,한옥스테이
TEST_03372,문화전수시설
TEST_03373,"야영장,오토캠핑장"
TEST_03374,한식
TEST_03375,한식
TEST_03376,유적지/사적지
TEST_03377,이색거리
TEST_03378,계곡
TEST_03379,공연장
TEST_03380,스키(보드) 렌탈샵
TEST_03381,서양식
TEST_03382,한식
TEST_03383,산
TEST_03384,한식
TEST_03385,중식
TEST_03386,한식
TEST_03387,일식
TEST_03388,항구/포구
TEST_03389,동상
TEST_03390,전시관
TEST_03391,바/까페
TEST_03392,이색거리
TEST_03393,"야영장,오토캠핑장"
TEST_03394,트래킹
TEST_03395,"야영장,오토캠핑장"
TEST_03396,사찰
TEST_03397,트래킹
TEST_03398,한식
TEST_03399,전시관
TEST_03400,박물관
TEST_03401,자연생태관광지
TEST_03402,펜션
TEST_03403,박물관
TEST_03404,유적지/사적지
TEST_03405,산
TEST_03406,기타행사
TEST_03407,한식
TEST_03408,"야영장,오토캠핑장"
TEST_03409,일반축제
TEST_03410,산
TEST_03411,일반축제
TEST_03412,한식
TEST_03413,"야영장,오토캠핑장"
TEST_03414,서양식
TEST_03415,한식
TEST_03416,"야영장,오토캠핑장"
TEST_03417,한식
TEST_03418,한식
TEST_03419,한식
TEST_03420,펜션
TEST_03421,테마공원
TEST_03422,계곡
TEST_03423,전문상가
TEST_03424,박물관
TEST_03425,계곡
TEST_03426,한식
TEST_03427,"야영장,오토캠핑장"
TEST_03428,전시관
TEST_03429,한식
TEST_03430,미술관/화랑
TEST_03431,"야영장,오토캠핑장"
TEST_03432,한식
TEST_03433,상설시장
TEST_03434,해수욕장
TEST_03435,전시관
TEST_03436,수련시설
TEST_03437,테마공원
TEST_03438,모텔
TEST_03439,한식
TEST_03440,한식
TEST_03441,모텔
TEST_03442,기암괴석
TEST_03443,한식
TEST_03444,한식
TEST_03445,한식
TEST_03446,사찰
TEST_03447,상설시장
TEST_03448,한식
TEST_03449,이색거리
TEST_03450,박물관
TEST_03451,유원지
TEST_03452,계곡
TEST_03453,모텔
TEST_03454,한식
TEST_03455,문화전수시설
TEST_03456,펜션
TEST_03457,한식
TEST_03458,유적지/사적지
TEST_03459,윈드서핑/제트스키
TEST_03460,한식
TEST_03461,"야영장,오토캠핑장"
TEST_03462,펜션
TEST_03463,한식
TEST_03464,미술관/화랑
TEST_03465,바/까페
TEST_03466,한식
TEST_03467,유적지/사적지
TEST_03468,한식
TEST_03469,한식
TEST_03470,"야영장,오토캠핑장"
TEST_03471,한식
TEST_03472,펜션
TEST_03473,한식
TEST_03474,강
TEST_03475,한식
TEST_03476,민물낚시
TEST_03477,한식
TEST_03478,사찰
TEST_03479,한식
TEST_03480,"야영장,오토캠핑장"
TEST_03481,산
TEST_03482,승마
TEST_03483,해수욕장
TEST_03484,산
TEST_03485,유적지/사적지
TEST_03486,서양식
TEST_03487,기념탑/기념비/전망대
TEST_03488,생가
TEST_03489,바/까페
TEST_03490,농.산.어촌 체험
TEST_03491,테마공원
TEST_03492,한식
TEST_03493,사찰
TEST_03494,한식
TEST_03495,트래킹
TEST_03496,고택
TEST_03497,유람선/잠수함관광
TEST_03498,모텔
TEST_03499,일반축제
TEST_03500,펜션
TEST_03501,민속마을
TEST_03502,종교성지
TEST_03503,바/까페
TEST_03504,섬
TEST_03505,모텔
TEST_03506,한식
TEST_03507,중식
TEST_03508,바/까페
TEST_03509,미술관/화랑
TEST_03510,"야영장,오토캠핑장"
TEST_03511,한식
TEST_03512,유적지/사적지
TEST_03513,일반축제
TEST_03514,공연장
TEST_03515,바/까페
TEST_03516,문
TEST_03517,바/까페
TEST_03518,모텔
TEST_03519,산
TEST_03520,한식
TEST_03521,한식
TEST_03522,유적지/사적지
TEST_03523,한식
TEST_03524,모텔
TEST_03525,펜션
TEST_03526,해수욕장
TEST_03527,수련시설
TEST_03528,"야영장,오토캠핑장"
TEST_03529,한옥스테이
TEST_03530,한식
TEST_03531,"야영장,오토캠핑장"
TEST_03532,미술관/화랑
TEST_03533,이색거리
TEST_03534,"야영장,오토캠핑장"
TEST_03535,바/까페
TEST_03536,한식
TEST_03537,한식
TEST_03538,펜션
TEST_03539,공원
TEST_03540,섬
TEST_03541,공원
TEST_03542,특산물판매점
TEST_03543,한식
TEST_03544,자연휴양림
TEST_03545,펜션
TEST_03546,"야영장,오토캠핑장"
TEST_03547,바/까페
TEST_03548,한식
TEST_03549,이색거리
TEST_03550,이색찜질방
TEST_03551,해수욕장
TEST_03552,한식
TEST_03553,전시관
TEST_03554,한식
TEST_03555,사찰
TEST_03556,바/까페
TEST_03557,"야영장,오토캠핑장"
TEST_03558,한식
TEST_03559,산
TEST_03560,산
TEST_03561,유원지
TEST_03562,전시관
TEST_03563,한식
TEST_03564,강
TEST_03565,박물관
TEST_03566,관광단지
TEST_03567,펜션
TEST_03568,도서관
TEST_03569,공원
TEST_03570,한옥스테이
TEST_03571,"야영장,오토캠핑장"
TEST_03572,공연장
TEST_03573,스키(보드) 렌탈샵
TEST_03574,컨벤션
TEST_03575,전시관
TEST_03576,"야영장,오토캠핑장"
TEST_03577,일반축제
TEST_03578,상설시장
TEST_03579,한식
TEST_03580,한식
TEST_03581,바/까페
TEST_03582,"야영장,오토캠핑장"
TEST_03583,유적지/사적지
TEST_03584,한식
TEST_03585,미술관/화랑
TEST_03586,기념탑/기념비/전망대
TEST_03587,한식
TEST_03588,유적지/사적지
TEST_03589,전문상가
TEST_03590,항구/포구
TEST_03591,일반축제
TEST_03592,한식
TEST_03593,기념관
TEST_03594,바/까페
TEST_03595,항구/포구
TEST_03596,이색거리
TEST_03597,"야영장,오토캠핑장"
TEST_03598,수련시설
TEST_03599,"야영장,오토캠핑장"
TEST_03600,컨벤션
TEST_03601,한식
TEST_03602,한식
TEST_03603,유적지/사적지
TEST_03604,트래킹
TEST_03605,공연장
TEST_03606,트래킹
TEST_03607,이색거리
TEST_03608,한식
TEST_03609,한식
TEST_03610,기념관
TEST_03611,사찰
TEST_03612,박물관
TEST_03613,이색거리
TEST_03614,바/까페
TEST_03615,한식
TEST_03616,한식
TEST_03617,박물관
TEST_03618,한식
TEST_03619,해수욕장
TEST_03620,테마공원
TEST_03621,미술관/화랑
TEST_03622,한식
TEST_03623,일식
TEST_03624,유적지/사적지
TEST_03625,바/까페
TEST_03626,"야영장,오토캠핑장"
TEST_03627,"야영장,오토캠핑장"
TEST_03628,바다낚시
TEST_03629,바/까페
TEST_03630,일반축제
TEST_03631,사찰
TEST_03632,민속마을
TEST_03633,중식
TEST_03634,한옥스테이
TEST_03635,한식
TEST_03636,관광단지
TEST_03637,문화전수시설
TEST_03638,"야영장,오토캠핑장"
TEST_03639,유적지/사적지
TEST_03640,기념관
TEST_03641,사찰
TEST_03642,이색거리
TEST_03643,바/까페
TEST_03644,한옥스테이
TEST_03645,한식
TEST_03646,민속마을
TEST_03647,스키(보드) 렌탈샵
TEST_03648,복합 레포츠
TEST_03649,기타행사
TEST_03650,수상레포츠
TEST_03651,"야영장,오토캠핑장"
TEST_03652,박물관
TEST_03653,섬
TEST_03654,이색거리
TEST_03655,"야영장,오토캠핑장"
TEST_03656,바/까페
TEST_03657,박람회
TEST_03658,바/까페
TEST_03659,한식
TEST_03660,한식
TEST_03661,한식
TEST_03662,유명건물
TEST_03663,한식
TEST_03664,민물낚시
TEST_03665,사찰
TEST_03666,수목원
TEST_03667,서양식
TEST_03668,서양식
TEST_03669,"야영장,오토캠핑장"
TEST_03670,공원
TEST_03671,해안절경
TEST_03672,도서관
TEST_03673,한식
TEST_03674,관광단지
TEST_03675,미술관/화랑
TEST_03676,사찰
TEST_03677,한옥스테이
TEST_03678,"야영장,오토캠핑장"
TEST_03679,이색거리
TEST_03680,"야영장,오토캠핑장"
TEST_03681,한식
TEST_03682,5일장
TEST_03683,산
TEST_03684,모텔
TEST_03685,일반축제
TEST_03686,유적지/사적지
TEST_03687,한식
TEST_03688,한식
TEST_03689,한식
TEST_03690,전시관
TEST_03691,5일장
TEST_03692,한식
TEST_03693,홈스테이
TEST_03694,섬
TEST_03695,바/까페
TEST_03696,상설시장
TEST_03697,고택
TEST_03698,펜션
TEST_03699,박물관
TEST_03700,바/까페
TEST_03701,"야영장,오토캠핑장"
TEST_03702,자연생태관광지
TEST_03703,박물관
TEST_03704,한식
TEST_03705,한식
TEST_03706,골프
TEST_03707,한식
TEST_03708,농.산.어촌 체험
TEST_03709,"야영장,오토캠핑장"
TEST_03710,유적지/사적지
TEST_03711,한식
TEST_03712,농.산.어촌 체험
TEST_03713,공연장
TEST_03714,관광단지
TEST_03715,트래킹
TEST_03716,한식
TEST_03717,박물관
TEST_03718,공원
TEST_03719,민속마을
TEST_03720,한식
TEST_03721,미술관/화랑
TEST_03722,일반축제
TEST_03723,전시관
TEST_03724,펜션
TEST_03725,유명건물
TEST_03726,서양식
TEST_03727,사찰
TEST_03728,공원
TEST_03729,문화전수시설
TEST_03730,바/까페
TEST_03731,고궁
TEST_03732,일반축제
TEST_03733,민물낚시
TEST_03734,기념관
TEST_03735,한식
TEST_03736,한식
TEST_03737,온천/욕장/스파
TEST_03738,성
TEST_03739,문
TEST_03740,"야영장,오토캠핑장"
TEST_03741,자동차경주
TEST_03742,한식
TEST_03743,유람선/잠수함관광
TEST_03744,유적지/사적지
TEST_03745,한식
TEST_03746,전문상가
TEST_03747,펜션
TEST_03748,한식
TEST_03749,해수욕장
TEST_03750,일반축제
TEST_03751,한식
TEST_03752,"야영장,오토캠핑장"
TEST_03753,한식
TEST_03754,일반축제
TEST_03755,농.산.어촌 체험
TEST_03756,유적지/사적지
TEST_03757,"야영장,오토캠핑장"
TEST_03758,한식
TEST_03759,한식
TEST_03760,박물관
TEST_03761,테마공원
TEST_03762,"야영장,오토캠핑장"
TEST_03763,한식
TEST_03764,성
TEST_03765,"야영장,오토캠핑장"
TEST_03766,관광단지
TEST_03767,일반축제
TEST_03768,바/까페
TEST_03769,민속마을
TEST_03770,사찰
TEST_03771,사찰
TEST_03772,계곡
TEST_03773,공연장
TEST_03774,펜션
TEST_03775,관광단지
TEST_03776,전시관
TEST_03777,유명건물
TEST_03778,한식
TEST_03779,상설시장
TEST_03780,생가
TEST_03781,계곡
TEST_03782,이색거리
TEST_03783,트래킹
TEST_03784,한식
TEST_03785,5일장
TEST_03786,이색거리
TEST_03787,"야영장,오토캠핑장"
TEST_03788,일반축제
TEST_03789,공원
TEST_03790,고궁
TEST_03791,수련시설
TEST_03792,헬스투어
TEST_03793,"야영장,오토캠핑장"
TEST_03794,모텔
TEST_03795,서양식
TEST_03796,한식
TEST_03797,자연생태관광지
TEST_03798,안보관광
TEST_03799,한식
TEST_03800,성
TEST_03801,한식
TEST_03802,"야영장,오토캠핑장"
TEST_03803,한식
TEST_03804,"야영장,오토캠핑장"
TEST_03805,"야영장,오토캠핑장"
TEST_03806,바다낚시
TEST_03807,바/까페
TEST_03808,바/까페
TEST_03809,박물관
TEST_03810,자연생태관광지
TEST_03811,바/까페
TEST_03812,기타행사
TEST_03813,"야영장,오토캠핑장"
TEST_03814,바/까페
TEST_03815,한식
TEST_03816,"야영장,오토캠핑장"
TEST_03817,한옥스테이
TEST_03818,사찰
TEST_03819,고궁
TEST_03820,한식
TEST_03821,한식
TEST_03822,펜션
TEST_03823,항구/포구
TEST_03824,한식
TEST_03825,미술관/화랑
TEST_03826,희귀동.식물
TEST_03827,한식
TEST_03828,바/까페
TEST_03829,테마공원
TEST_03830,산
TEST_03831,테마공원
TEST_03832,박물관
TEST_03833,"야영장,오토캠핑장"
TEST_03834,한식
TEST_03835,한식
TEST_03836,한옥스테이
TEST_03837,항구/포구
TEST_03838,성
TEST_03839,한식
TEST_03840,"야영장,오토캠핑장"
TEST_03841,한식
TEST_03842,사찰
TEST_03843,"야영장,오토캠핑장"
TEST_03844,한옥스테이
TEST_03845,일식
TEST_03846,복합 레포츠
TEST_03847,문화원
TEST_03848,한식
TEST_03849,한식
TEST_03850,계곡
TEST_03851,한식
TEST_03852,섬
TEST_03853,"야영장,오토캠핑장"
TEST_03854,한식
TEST_03855,한식
TEST_03856,미술관/화랑
TEST_03857,한식
TEST_03858,종교성지
TEST_03859,해수욕장
TEST_03860,펜션
TEST_03861,농.산.어촌 체험
TEST_03862,펜션
TEST_03863,기념탑/기념비/전망대
TEST_03864,바다낚시
TEST_03865,한식
TEST_03866,컨벤션
TEST_03867,바/까페
TEST_03868,"야영장,오토캠핑장"
TEST_03869,트래킹
TEST_03870,유적지/사적지
TEST_03871,펜션
TEST_03872,사찰
TEST_03873,도서관
TEST_03874,중식
TEST_03875,도서관
TEST_03876,전시관
TEST_03877,한식
TEST_03878,안보관광
TEST_03879,"야영장,오토캠핑장"
TEST_03880,한식
TEST_03881,"야영장,오토캠핑장"
TEST_03882,한옥스테이
TEST_03883,민속마을
TEST_03884,항구/포구
TEST_03885,5일장
TEST_03886,한식
TEST_03887,산
TEST_03888,모텔
TEST_03889,박물관
TEST_03890,"야영장,오토캠핑장"
TEST_03891,사찰
TEST_03892,유원지
TEST_03893,일식
TEST_03894,한옥스테이
TEST_03895,펜션
TEST_03896,동굴
TEST_03897,기타행사
TEST_03898,"야영장,오토캠핑장"
TEST_03899,5일장
TEST_03900,한식
TEST_03901,민속마을
TEST_03902,상설시장
TEST_03903,한식
TEST_03904,5일장
TEST_03905,한식
TEST_03906,사찰
TEST_03907,한식
TEST_03908,전문상가
TEST_03909,안보관광
TEST_03910,스키(보드) 렌탈샵
TEST_03911,유적지/사적지
TEST_03912,관광단지
TEST_03913,유적지/사적지
TEST_03914,펜션
TEST_03915,섬
TEST_03916,한식
TEST_03917,성
TEST_03918,민박
TEST_03919,기념탑/기념비/전망대
TEST_03920,한식
TEST_03921,상설시장
TEST_03922,전문상가
TEST_03923,이색거리
TEST_03924,한식
TEST_03925,사찰
TEST_03926,자연생태관광지
TEST_03927,스키(보드) 렌탈샵
TEST_03928,유원지
TEST_03929,한옥스테이
TEST_03930,펜션
TEST_03931,온천/욕장/스파
TEST_03932,산
TEST_03933,복합 레포츠
TEST_03934,농.산.어촌 체험
TEST_03935,한식
TEST_03936,생가
TEST_03937,한식
TEST_03938,강
TEST_03939,공연장
TEST_03940,자연생태관광지
TEST_03941,박물관
TEST_03942,"야영장,오토캠핑장"
TEST_03943,한식
TEST_03944,테마공원
TEST_03945,이색거리
TEST_03946,박물관
TEST_03947,"야영장,오토캠핑장"
TEST_03948,박물관
TEST_03949,바/까페
TEST_03950,헹글라이딩/패러글라이딩
TEST_03951,일반축제
TEST_03952,한옥스테이
TEST_03953,한식
TEST_03954,자연휴양림
TEST_03955,한식
TEST_03956,일반축제
TEST_03957,한식
TEST_03958,"야영장,오토캠핑장"
TEST_03959,문화원
TEST_03960,바/까페
TEST_03961,골프
TEST_03962,산
TEST_03963,유원지
TEST_03964,테마공원
TEST_03965,한식
TEST_03966,서양식
TEST_03967,"야영장,오토캠핑장"
TEST_03968,사찰
TEST_03969,수련시설
TEST_03970,ATV
TEST_03971,"야영장,오토캠핑장"
TEST_03972,한식
TEST_03973,요트
TEST_03974,박물관
TEST_03975,고택
TEST_03976,한식
TEST_03977,관광단지
TEST_03978,한옥스테이
TEST_03979,기념관
TEST_03980,트래킹
TEST_03981,산
TEST_03982,한식
TEST_03983,"야영장,오토캠핑장"
TEST_03984,수영
TEST_03985,한식
TEST_03986,이색거리
TEST_03987,문화전수시설
TEST_03988,트래킹
TEST_03989,한식
TEST_03990,한식
TEST_03991,한식
TEST_03992,한식
TEST_03993,섬
TEST_03994,농.산.어촌 체험
TEST_03995,바/까페
TEST_03996,테마공원
TEST_03997,공원
TEST_03998,"야영장,오토캠핑장"
TEST_03999,자연휴양림
TEST_04000,모텔
TEST_04001,유적지/사적지
TEST_04002,일반축제
TEST_04003,한식
TEST_04004,생가
TEST_04005,유적지/사적지
TEST_04006,테마공원
TEST_04007,서양식
TEST_04008,한식
TEST_04009,일반축제
TEST_04010,모텔
TEST_04011,미술관/화랑
TEST_04012,펜션
TEST_04013,농.산.어촌 체험
TEST_04014,바/까페
TEST_04015,한식
TEST_04016,"야영장,오토캠핑장"
TEST_04017,"공예,공방"
TEST_04018,한식
TEST_04019,한식
TEST_04020,수련시설
TEST_04021,중식
TEST_04022,유원지
TEST_04023,"야영장,오토캠핑장"
TEST_04024,기타행사
TEST_04025,고택
TEST_04026,바/까페
TEST_04027,바/까페
TEST_04028,중식
TEST_04029,바/까페
TEST_04030,"야영장,오토캠핑장"
TEST_04031,펜션
TEST_04032,바/까페
TEST_04033,"야영장,오토캠핑장"
TEST_04034,"야영장,오토캠핑장"
TEST_04035,"야영장,오토캠핑장"
TEST_04036,이색거리
TEST_04037,일반축제
TEST_04038,민물낚시
TEST_04039,한식
TEST_04040,공원
TEST_04041,"야영장,오토캠핑장"
TEST_04042,한식
TEST_04043,홈스테이
TEST_04044,관광단지
TEST_04045,한식
TEST_04046,유적지/사적지
TEST_04047,기타
TEST_04048,온천/욕장/스파
TEST_04049,한식
TEST_04050,모텔
TEST_04051,펜션
TEST_04052,유적지/사적지
TEST_04053,스키(보드) 렌탈샵
TEST_04054,유적지/사적지
TEST_04055,골프
TEST_04056,한식
TEST_04057,한식
TEST_04058,한식
TEST_04059,섬
TEST_04060,자연생태관광지
TEST_04061,"야영장,오토캠핑장"
TEST_04062,사찰
TEST_04063,사찰
TEST_04064,서양식
TEST_04065,한식
TEST_04066,한식
TEST_04067,수목원
TEST_04068,미술관/화랑
TEST_04069,"야영장,오토캠핑장"
TEST_04070,동굴
TEST_04071,한식
TEST_04072,한식
TEST_04073,한식
TEST_04074,채식전문점
TEST_04075,한옥스테이
TEST_04076,한식
TEST_04077,한식
TEST_04078,해수욕장
TEST_04079,일반축제
TEST_04080,전문상가
TEST_04081,트래킹
TEST_04082,일반축제
TEST_04083,민물낚시
TEST_04084,한식
TEST_04085,문화원
TEST_04086,"야영장,오토캠핑장"
TEST_04087,펜션
TEST_04088,한식
TEST_04089,농.산.어촌 체험
TEST_04090,농.산.어촌 체험
TEST_04091,유원지
TEST_04092,펜션
TEST_04093,일반축제
TEST_04094,이색거리
TEST_04095,"야영장,오토캠핑장"
TEST_04096,모텔
TEST_04097,공원
TEST_04098,성
TEST_04099,전시관
TEST_04100,한옥스테이
TEST_04101,생가
TEST_04102,한식
TEST_04103,"야영장,오토캠핑장"
TEST_04104,이색거리
TEST_04105,한식
TEST_04106,펜션
TEST_04107,바/까페
TEST_04108,동굴
TEST_04109,한식
TEST_04110,유원지
TEST_04111,이색거리
TEST_04112,"야영장,오토캠핑장"
TEST_04113,유원지
TEST_04114,한식
TEST_04115,희귀동.식물
TEST_04116,전시관
TEST_04117,펜션
TEST_04118,중식
TEST_04119,항구/포구
TEST_04120,모텔
TEST_04121,콘도미니엄
TEST_04122,펜션
TEST_04123,대형서점
TEST_04124,박물관
TEST_04125,자연휴양림
TEST_04126,문화관광축제
TEST_04127,한식
TEST_04128,일반축제
TEST_04129,"야영장,오토캠핑장"
TEST_04130,수련시설
TEST_04131,한식
TEST_04132,사찰
TEST_04133,한식
TEST_04134,일반축제
TEST_04135,펜션
TEST_04136,"야영장,오토캠핑장"
TEST_04137,일반축제
TEST_04138,테마공원
TEST_04139,한식
TEST_04140,한식
TEST_04141,사찰
TEST_04142,유적지/사적지
TEST_04143,중식
TEST_04144,한식
TEST_04145,사찰
TEST_04146,한식
TEST_04147,사찰
TEST_04148,한식
TEST_04149,자연생태관광지
TEST_04150,수련시설
TEST_04151,바/까페
TEST_04152,사찰
TEST_04153,한식
TEST_04154,도서관
TEST_04155,한식
TEST_04156,일반축제
TEST_04157,섬
TEST_04158,컨벤션센터
TEST_04159,미술관/화랑
TEST_04160,이색거리
TEST_04161,"야영장,오토캠핑장"
TEST_04162,한식
TEST_04163,테마공원
TEST_04164,테마공원
TEST_04165,유적지/사적지
TEST_04166,서양식
TEST_04167,한식
TEST_04168,기념관
TEST_04169,"야영장,오토캠핑장"
TEST_04170,동상
TEST_04171,유원지
TEST_04172,일식
TEST_04173,박물관
TEST_04174,기념탑/기념비/전망대
TEST_04175,펜션
TEST_04176,자연생태관광지
TEST_04177,트래킹
TEST_04178,바/까페
TEST_04179,생가
TEST_04180,한식
TEST_04181,해수욕장
TEST_04182,자연생태관광지
TEST_04183,일반축제
TEST_04184,바/까페
TEST_04185,자연휴양림
TEST_04186,한식
TEST_04187,자연휴양림
TEST_04188,이색거리
TEST_04189,기념관
TEST_04190,바/까페
TEST_04191,한식
TEST_04192,기암괴석
TEST_04193,5일장
TEST_04194,한식
TEST_04195,바/까페
TEST_04196,해수욕장
TEST_04197,성
TEST_04198,자연생태관광지
TEST_04199,한식
TEST_04200,일반축제
TEST_04201,유적지/사적지
TEST_04202,중식
TEST_04203,한식
TEST_04204,사격장
TEST_04205,상설시장
TEST_04206,이색찜질방
TEST_04207,계곡
TEST_04208,한식
TEST_04209,이색거리
TEST_04210,트래킹
TEST_04211,한식
TEST_04212,한식
TEST_04213,유명건물
TEST_04214,일반축제
TEST_04215,모텔
TEST_04216,한식
TEST_04217,골프
TEST_04218,유적지/사적지
TEST_04219,한식
TEST_04220,모텔
TEST_04221,자연생태관광지
TEST_04222,한식
TEST_04223,한식
TEST_04224,사찰
TEST_04225,"야영장,오토캠핑장"
TEST_04226,상설시장
TEST_04227,유적지/사적지
TEST_04228,민물낚시
TEST_04229,유적지/사적지
TEST_04230,한식
TEST_04231,항구/포구
TEST_04232,스키(보드) 렌탈샵
TEST_04233,한식
TEST_04234,유원지
TEST_04235,문화원
TEST_04236,농.산.어촌 체험
TEST_04237,희귀동.식물
TEST_04238,유원지
TEST_04239,안보관광
TEST_04240,이색거리
TEST_04241,일식
TEST_04242,한식
TEST_04243,계곡
TEST_04244,펜션
TEST_04245,5일장
TEST_04246,사찰
TEST_04247,한식
TEST_04248,사찰
TEST_04249,한식
TEST_04250,"야영장,오토캠핑장"
TEST_04251,상설시장
TEST_04252,전문상가
TEST_04253,공원
TEST_04254,채식전문점
TEST_04255,일반축제
TEST_04256,복합 레포츠
TEST_04257,테마공원
TEST_04258,한식
TEST_04259,미술관/화랑
TEST_04260,한식
TEST_04261,민물낚시
TEST_04262,계곡
TEST_04263,일반축제
TEST_04264,트래킹
TEST_04265,미술관/화랑
TEST_04266,사찰
TEST_04267,한옥스테이
TEST_04268,한식
TEST_04269,한식
TEST_04270,유적지/사적지
TEST_04271,기암괴석
TEST_04272,도서관
TEST_04273,"야영장,오토캠핑장"
TEST_04274,관광단지
TEST_04275,농.산.어촌 체험
TEST_04276,펜션
TEST_04277,한식
TEST_04278,한식
TEST_04279,한식
TEST_04280,한옥스테이
TEST_04281,트래킹
TEST_04282,산
TEST_04283,유적지/사적지
TEST_04284,사찰
TEST_04285,한식
TEST_04286,모텔
TEST_04287,해안절경
TEST_04288,계곡
TEST_04289,바/까페
TEST_04290,이색거리
TEST_04291,유적지/사적지
TEST_04292,한식
TEST_04293,한옥스테이
TEST_04294,상설시장
TEST_04295,문화전수시설
TEST_04296,유적지/사적지
TEST_04297,"야영장,오토캠핑장"
TEST_04298,한식
TEST_04299,공연장
TEST_04300,민물낚시
TEST_04301,미술관/화랑
TEST_04302,상설시장
TEST_04303,한식
TEST_04304,박물관
TEST_04305,해수욕장
TEST_04306,자동차경주
TEST_04307,기념관
TEST_04308,한식
TEST_04309,박물관
TEST_04310,바/까페
TEST_04311,한식
TEST_04312,문화관광축제
TEST_04313,문화원
TEST_04314,미술관/화랑
TEST_04315,수련시설
TEST_04316,펜션
TEST_04317,"야영장,오토캠핑장"
TEST_04318,바/까페
TEST_04319,한식
TEST_04320,관광단지
TEST_04321,유명건물
TEST_04322,바다낚시
TEST_04323,유적지/사적지
TEST_04324,자연생태관광지
TEST_04325,펜션
TEST_04326,한식
TEST_04327,일식
TEST_04328,한식
TEST_04329,한식
TEST_04330,공원
TEST_04331,고택
TEST_04332,공원
TEST_04333,공연장
TEST_04334,사찰
TEST_04335,상설시장
TEST_04336,사찰
TEST_04337,한식
TEST_04338,이색거리
TEST_04339,문화원
TEST_04340,"야영장,오토캠핑장"
TEST_04341,사찰
TEST_04342,헹글라이딩/패러글라이딩
TEST_04343,한식
TEST_04344,스키(보드) 렌탈샵
TEST_04345,공원
TEST_04346,공원
TEST_04347,사찰
TEST_04348,"야영장,오토캠핑장"
TEST_04349,"야영장,오토캠핑장"
TEST_04350,바/까페
TEST_04351,전문상가
TEST_04352,바/까페
TEST_04353,한식
TEST_04354,유적지/사적지
TEST_04355,자연휴양림
TEST_04356,"야영장,오토캠핑장"
TEST_04357,한옥스테이
TEST_04358,"야영장,오토캠핑장"
TEST_04359,바/까페
TEST_04360,바/까페
TEST_04361,사찰
TEST_04362,유적지/사적지
TEST_04363,산
TEST_04364,바/까페
TEST_04365,"야영장,오토캠핑장"
TEST_04366,모텔
TEST_04367,한옥스테이
TEST_04368,자전거하이킹
TEST_04369,바/까페
TEST_04370,사찰
TEST_04371,한식
TEST_04372,산
TEST_04373,강
TEST_04374,공연장
TEST_04375,한식
TEST_04376,한식
TEST_04377,수영
TEST_04378,계곡
TEST_04379,펜션
TEST_04380,서양식
TEST_04381,골프
TEST_04382,한식
TEST_04383,전문상가
TEST_04384,기념탑/기념비/전망대
TEST_04385,"야영장,오토캠핑장"
TEST_04386,한식
TEST_04387,수영
TEST_04388,한식
TEST_04389,한식
TEST_04390,"야영장,오토캠핑장"
TEST_04391,한식
TEST_04392,썰매장
TEST_04393,한식
TEST_04394,한식
TEST_04395,한식
TEST_04396,펜션
TEST_04397,공원
TEST_04398,공연장
TEST_04399,유명건물
TEST_04400,바/까페
TEST_04401,골프
TEST_04402,문화원
TEST_04403,한식
TEST_04404,일반축제
TEST_04405,사찰
TEST_04406,한식
TEST_04407,"야영장,오토캠핑장"
TEST_04408,복합 레포츠
TEST_04409,공원
TEST_04410,고택
TEST_04411,일반축제
TEST_04412,박물관
TEST_04413,박물관
TEST_04414,한식
TEST_04415,5일장
TEST_04416,한식
TEST_04417,생가
TEST_04418,자연생태관광지
TEST_04419,계곡
TEST_04420,자연휴양림
TEST_04421,한식
TEST_04422,섬
TEST_04423,한식
TEST_04424,한식
TEST_04425,바/까페
TEST_04426,한식
TEST_04427,한식
TEST_04428,산
TEST_04429,펜션
TEST_04430,한식
TEST_04431,"야영장,오토캠핑장"
TEST_04432,기념탑/기념비/전망대
TEST_04433,항구/포구
TEST_04434,모텔
TEST_04435,유원지
TEST_04436,유적지/사적지
TEST_04437,테마공원
TEST_04438,트래킹
TEST_04439,한식
TEST_04440,펜션
TEST_04441,계곡
TEST_04442,민박
TEST_04443,일반축제
